pageRank,target
1.2940775815693465e-07,1005
1.2940775815693465e-07,1006
1.2940775815693465e-07,1007
1.2940775815693465e-07,1008
1.2940775815693465e-07,1009
1.2940775815693465e-07,1010
1.2940775815693465e-07,1011
1.2940775815693465e-07,1012
1.337267972540356e-05,1013
2.0382557831657547e-05,1014
1.2940775815693465e-07,1015
1.2940775815693465e-07,1016
1.2940775815693465e-07,1017
2.2581580887416665e-05,1018
1.2940775815693465e-07,1019
1.2940775815693465e-07,1020
1.2940775815693465e-07,1021
1.2940775815693465e-07,1022
1.2940775815693465e-07,1023
1.2940775815693465e-07,1024
1.2940775815693465e-07,1025
1.2940775815693465e-07,1026
1.2940775815693465e-07,1027
1.2940775815693465e-07,1028
1.2940775815693465e-07,1029
1.2940775815693465e-07,1030
1.2940775815693465e-07,1031
1.2940775815693465e-07,1032
1.2940775815693465e-07,1033
1.2940775815693465e-07,1034
1.2940775815693465e-07,1035
1.2940775815693465e-07,1036
2.7594920511452167e-07,1037
1.2940775815693465e-07,1038
1.2940775815693465e-07,1039
1.2940775815693465e-07,1040
1.2940775815693465e-07,1041
1.2940775815693465e-07,1042
1.2940775815693465e-07,1043
1.2940775815693465e-07,1044
1.2940775815693465e-07,1045
1.627648015872741e-07,1046
1.2940775815693465e-07,1047
1.2940775815693465e-07,1048
1.2940775815693465e-07,1049
1.2940775815693465e-07,1050
1.2940775815693465e-07,1051
1.2940775815693465e-07,1052
1.2940775815693465e-07,1053
1.2940775815693465e-07,1054
1.2940775815693465e-07,1055
1.2940775815693465e-07,1056
1.2940775815693465e-07,1057
1.2940775815693465e-07,1058
1.2940775815693465e-07,1059
1.2940775815693465e-07,1060
1.2940775815693465e-07,1061
1.2940775815693465e-07,1062
1.2940775815693465e-07,1063
1.2940775815693465e-07,1064
2.0382557831658248e-05,1065
1.2940775815693465e-07,1066
1.2940775815693465e-07,1067
1.961218450175939e-07,1068
1.2940775815693465e-07,1069
1.2940775815693465e-07,1070
1.2940775815693465e-07,1071
1.2940775815693465e-07,1072
1.2940775815693465e-07,1073
1.2940775815693465e-07,1074
1.2940775815693465e-07,1075
2.6283593187822965e-07,1076
1.2940775815693465e-07,1077
1.2940775815693465e-07,1078
1.2940775815693465e-07,1079
1.2940775815693465e-07,1080
1.2940775815693465e-07,1081
1.2940775815693465e-07,1082
1.2940775815693465e-07,1083
2.038255783165848e-05,1084
1.2940775815693465e-07,1085
1.2940775815693465e-07,1086
1.2940775815693465e-07,1087
1.2940775815693465e-07,1088
1.2940775815693465e-07,1089
1.2940775815693465e-07,1090
1.2940775815693465e-07,1091
8.258418881396962e-06,1092
1.2940775815693465e-07,1093
6.485562251148411e-06,1094
1.2940775815693465e-07,1095
1.2940775815693465e-07,1096
1.2940775815693465e-07,1097
1.9612184501758727e-07,1098
1.2940775815693465e-07,1099
2.038255783165848e-05,1100
1.2940775815693465e-07,1101
1.2940775815693465e-07,1102
1.2940775815693465e-07,1103
1.2940775815693465e-07,1104
1.2940775815693465e-07,1105
1.2940775815693465e-07,1106
1.2940775815693465e-07,1107
1.2940775815693465e-07,1108
1.2940775815693465e-07,1109
1.2940775815693465e-07,1110
1.2940775815693465e-07,1111
1.2940775815693465e-07,1112
1.2940775815693465e-07,1113
1.2940775815693465e-07,1114
1.2940775815693465e-07,1115
1.2940775815693465e-07,1116
1.2940775815693465e-07,1117
1.2940775815693465e-07,1118
2.0382557831658228e-05,1119
1.2940775815693465e-07,1120
2.0382557831660644e-05,1121
2.2334644048687713e-07,1122
1.2940775815693465e-07,1123
1.2940775815693465e-07,1124
1.2940775815693465e-07,1125
1.2940775815693465e-07,1126
1.2940775815693465e-07,1127
1.2940775815693465e-07,1128
1.2940775815693465e-07,1129
1.2940775815693465e-07,1130
1.2940775815693465e-07,1131
1.2940775815693465e-07,1132
2.0382557831657713e-05,1133
1.2940775815693465e-07,1134
1.2940775815693465e-07,1135
1.2940775815693465e-07,1136
1.2940775815693465e-07,1137
1.2940775815693465e-07,1138
1.2940775815693465e-07,1139
2.6283593187823176e-07,1140
1.2940775815693465e-07,1141
1.2940775815693465e-07,1142
1.2940775815693465e-07,1143
1.2940775815693465e-07,1144
1.2940775815693465e-07,1145
1.2940775815693465e-07,1146
1.2940775815693465e-07,1147
1.2940775815693465e-07,1148
1.2940775815693465e-07,1149
1.2940775815693465e-07,1150
1.2940775815693465e-07,1151
1.2940775815693465e-07,1152
1.2940775815693465e-07,1153
1.2940775815693465e-07,1154
1.2940775815693465e-07,1155
1.2940775815693465e-07,1156
1.2940775815693465e-07,1157
1.2940775815693465e-07,1158
1.2940775815693465e-07,1159
1.2940775815693465e-07,1160
1.2940775815693465e-07,1161
1.2940775815693465e-07,1162
1.2940775815693465e-07,1163
1.2940775815693465e-07,1164
1.2940775815693465e-07,1165
2.7594920511452167e-07,1166
1.2940775815693465e-07,1167
1.2940775815693465e-07,1168
1.2940775815693465e-07,1169
1.2940775815693465e-07,1170
1.2940775815693465e-07,1171
1.2940775815693465e-07,1172
1.2940775815693465e-07,1173
2.038255783165706e-05,1174
1.2940775815693465e-07,1175
1.2940775815693465e-07,1176
1.2940775815693465e-07,1177
1.2940775815693465e-07,1178
1.2940775815693465e-07,1179
1.2940775815693465e-07,1180
1.2940775815693465e-07,1181
1.2940775815693465e-07,1182
1.2940775815693465e-07,1183
1.2940775815693465e-07,1184
1.9422775759711536e-05,1185
1.2940775815693465e-07,1186
1.2940775815693465e-07,1187
1.2940775815693465e-07,1188
1.2940775815693465e-07,1189
1.2940775815693465e-07,1190
9.140838435901296e-07,1191
1.2940775815693465e-07,1192
1.2940775815693465e-07,1193
1.2940775815693465e-07,1194
1.2940775815693465e-07,1195
2.0382557831658028e-05,1196
1.2940775815693465e-07,1197
1.2940775815693465e-07,1198
1.2940775815693465e-07,1199
1.2940775815693465e-07,1200
1.7033995469160944e-05,1201
1.2940775815693465e-07,1202
1.2940775815693465e-07,1203
1.0170292110389376e-06,1204
1.2940775815693465e-07,1205
1.2940775815693465e-07,1206
7.214440950894517e-07,1207
1.2940775815693465e-07,1208
1.2940775815693465e-07,1209
1.2940775815693465e-07,1210
1.2940775815693465e-07,1211
1.2940775815693465e-07,1212
1.2940775815693465e-07,1213
1.2940775815693465e-07,1214
1.2940775815693465e-07,1215
1.2940775815693465e-07,1216
1.17673907166104e-05,1217
1.2940775815693465e-07,1218
1.2940775815693465e-07,1219
1.2940775815693465e-07,1220
1.2940775815693465e-07,1221
1.2940775815693465e-07,1222
1.2940775815693465e-07,1223
1.2940775815693465e-07,1224
1.2940775815693465e-07,1225
1.2940775815693465e-07,1226
1.2940775815693465e-07,1227
1.2940775815693465e-07,1228
1.2940775815693465e-07,1229
1.2940775815693465e-07,1230
1.2940775815693465e-07,1231
1.2940775815693465e-07,1232
1.2940775815693465e-07,1233
1.2940775815693465e-07,1234
1.2940775815693465e-07,1235
1.2940775815693465e-07,1236
1.2940775815693465e-07,1237
1.2940775815693465e-07,1238
1.2940775815693465e-07,1239
1.2940775815693465e-07,1240
1.2940775815693465e-07,1241
1.2940775815693465e-07,1242
1.2940775815693465e-07,1243
1.2940775815693465e-07,1244
1.2940775815693465e-07,1245
1.2940775815693465e-07,1246
1.2940775815693465e-07,1247
1.2940775815693465e-07,1248
1.2940775815693465e-07,1249
1.2940775815693465e-07,1250
1.2940775815693465e-07,1251
1.2940775815693465e-07,1252
1.2940775815693465e-07,1253
1.2940775815693465e-07,1254
1.2940775815693465e-07,1255
1.2940775815693465e-07,1256
1.0732670501878605e-05,1257
1.2940775815693465e-07,1258
1.2940775815693465e-07,1259
4.207334975619926e-07,1260
2.7594920511452167e-07,1261
1.2940775815693465e-07,1262
1.2940775815693465e-07,1263
1.2940775815693465e-07,1264
1.2940775815693465e-07,1265
1.2940775815693465e-07,1266
4.207334975619945e-07,1267
4.2982761064836985e-06,1268
1.2940775815693465e-07,1269
1.2940775815693465e-07,1270
2.6283593187823886e-07,1271
1.2940775815693465e-07,1272
1.2940775815693465e-07,1273
1.2940775815693465e-07,1274
1.2940775815693465e-07,1275
1.2940775815693465e-07,1276
2.0382557831658933e-05,1277
1.2940775815693465e-07,1278
1.2940775815693465e-07,1279
1.2940775815693465e-07,1280
1.2940775815693465e-07,1281
1.2940775815693465e-07,1282
1.2940775815693465e-07,1283
1.2940775815693465e-07,1284
1.2940775815693465e-07,1285
1.2940775815693465e-07,1286
1.2940775815693465e-07,1287
1.2940775815693465e-07,1288
1.2940775815693465e-07,1289
2.6283593187823404e-07,1290
2.0382557831658926e-05,1291
1.2940775815693465e-07,1292
1.2940775815693465e-07,1293
1.2940775815693465e-07,1294
1.2940775815693465e-07,1295
1.2940775815693465e-07,1296
1.2940775815693465e-07,1297
1.2940775815693465e-07,1298
1.2940775815693465e-07,1299
1.2940775815693465e-07,1300
1.2940775815693465e-07,1301
1.2940775815693465e-07,1302
1.2940775815693465e-07,1303
1.2940775815693465e-07,1304
1.2940775815693465e-07,1305
1.2940775815693465e-07,1306
1.2940775815693465e-07,1307
1.2940775815693465e-07,1308
1.2940775815693465e-07,1309
1.2940775815693465e-07,1310
1.2940775815693465e-07,1311
1.2940775815693465e-07,1312
1.2940775815693465e-07,1313
1.2940775815693465e-07,1314
1.2940775815693465e-07,1315
3.3256742574339183e-06,1316
5.548471509901764e-07,1317
2.4586990774299083e-07,1318
1.2940775815693465e-07,1319
1.2940775815693465e-07,1320
1.2940775815693465e-07,1321
1.2940775815693465e-07,1322
1.2940775815693465e-07,1323
1.2940775815693465e-07,1324
1.2940775815693465e-07,1325
2.2334644048687735e-07,1326
1.2940775815693465e-07,1327
2.7594920511452193e-07,1328
1.2940775815693465e-07,1329
1.2940775815693465e-07,1330
1.2940775815693465e-07,1331
1.2940775815693465e-07,1332
1.2940775815693465e-07,1333
3.851850386433024e-06,1334
1.2940775815693465e-07,1335
1.2940775815693465e-07,1336
1.2940775815693465e-07,1337
1.2940775815693465e-07,1338
1.2940775815693465e-07,1339
1.7388381606405183e-07,1340
1.2940775815693465e-07,1341
1.2940775815693465e-07,1342
1.2940775815693465e-07,1343
1.2940775815693465e-07,1344
1.2940775815693465e-07,1345
1.2940775815693465e-07,1346
1.2940775815693465e-07,1347
1.2940775815693465e-07,1348
1.2940775815693465e-07,1349
1.2940775815693465e-07,1350
1.2940775815693465e-07,1351
4.813539122078006e-07,1352
1.2940775815693465e-07,1353
8.939899270162912e-07,1354
1.2940775815693465e-07,1355
1.2940775815693465e-07,1356
1.2940775815693465e-07,1357
2.038255783165784e-05,1358
1.2940775815693465e-07,1359
1.2940775815693465e-07,1360
1.2940775815693465e-07,1361
1.2940775815693465e-07,1362
9.048273622429082e-06,1363
1.2940775815693465e-07,1364
1.2940775815693465e-07,1365
1.188143905504771e-06,1366
1.2940775815693465e-07,1367
2.628359318782329e-07,1368
1.2940775815693465e-07,1369
1.2940775815693465e-07,1370
1.2940775815693465e-07,1371
1.2940775815693465e-07,1372
1.2940775815693465e-07,1373
1.2940775815693465e-07,1374
1.2940775815693465e-07,1375
1.2940775815693465e-07,1376
1.2940775815693465e-07,1377
1.2940775815693465e-07,1378
1.2940775815693465e-07,1379
1.2940775815693465e-07,1380
1.2940775815693465e-07,1381
1.2940775815693465e-07,1382
1.961218450175923e-07,1383
1.2940775815693465e-07,1384
1.2940775815693465e-07,1385
9.859846031804555e-06,1386
1.2940775815693465e-07,1387
1.2940775815693465e-07,1388
1.2940775815693465e-07,1389
1.2940775815693465e-07,1390
1.2940775815693465e-07,1391
1.2940775815693465e-07,1392
1.2940775815693465e-07,1393
1.2940775815693465e-07,1394
1.2940775815693465e-07,1395
2.8238836212470295e-06,1396
1.2940775815693465e-07,1397
1.2940775815693465e-07,1398
1.2940775815693465e-07,1399
1.2940775815693465e-07,1400
1.2940775815693465e-07,1401
1.2940775815693465e-07,1402
2.02554607982709e-07,1403
1.2940775815693465e-07,1404
1.2940775815693465e-07,1405
1.2940775815693465e-07,1406
1.2940775815693465e-07,1407
1.2940775815693465e-07,1408
1.2940775815693465e-07,1409
1.2940775815693465e-07,1410
1.2940775815693465e-07,1411
1.2940775815693465e-07,1412
1.2940775815693465e-07,1413
1.2940775815693465e-07,1414
1.2940775815693465e-07,1415
1.2940775815693465e-07,1416
1.2940775815693465e-07,1417
1.2940775815693465e-07,1418
1.2940775815693465e-07,1419
1.2940775815693465e-07,1420
1.2940775815693465e-07,1421
1.2940775815693465e-07,1422
1.2940775815693465e-07,1423
1.2940775815693465e-07,1424
1.2940775815693465e-07,1425
1.2940775815693465e-07,1426
1.2940775815693465e-07,1427
1.2940775815693465e-07,1428
1.2940775815693465e-07,1429
1.2940775815693465e-07,1430
1.2940775815693465e-07,1431
1.2940775815693465e-07,1432
1.2940775815693465e-07,1433
1.2940775815693465e-07,1434
1.2940775815693465e-07,1435
1.2940775815693465e-07,1436
9.448368118245186e-06,1437
1.2940775815693465e-07,1438
1.2940775815693465e-07,1439
1.2940775815693465e-07,1440
1.2940775815693465e-07,1441
1.2940775815693465e-07,1442
1.2940775815693465e-07,1443
1.2940775815693465e-07,1444
1.2940775815693465e-07,1445
1.2940775815693465e-07,1446
1.2940775815693465e-07,1447
1.2940775815693465e-07,1448
1.2940775815693465e-07,1449
1.2940775815693465e-07,1450
1.2940775815693465e-07,1451
1.2940775815693465e-07,1452
1.2940775815693465e-07,1453
1.2940775815693465e-07,1454
1.2940775815693465e-07,1455
1.2940775815693465e-07,1456
1.2940775815693465e-07,1457
1.2940775815693465e-07,1458
1.2940775815693465e-07,1459
1.2940775815693465e-07,1460
1.2940775815693465e-07,1461
1.2940775815693465e-07,1462
1.2940775815693465e-07,1463
1.2940775815693465e-07,1464
1.2940775815693465e-07,1465
1.2940775815693465e-07,1466
1.2940775815693465e-07,1467
1.2940775815693465e-07,1468
1.2940775815693465e-07,1469
1.2940775815693465e-07,1470
1.2940775815693465e-07,1471
1.2940775815693465e-07,1472
1.0170292110389376e-06,1473
1.2940775815693465e-07,1474
1.2940775815693465e-07,1475
1.2940775815693465e-07,1476
1.2940775815693465e-07,1477
1.2940775815693465e-07,1478
1.2940775815693465e-07,1479
1.2940775815693465e-07,1480
1.2940775815693465e-07,1481
1.2940775815693465e-07,1482
1.2940775815693465e-07,1483
1.2940775815693465e-07,1484
1.2940775815693465e-07,1485
1.2940775815693465e-07,1486
1.2940775815693465e-07,1487
1.2940775815693465e-07,1488
1.2940775815693465e-07,1489
1.2940775815693465e-07,1490
1.2940775815693465e-07,1491
3.6735939515005673e-06,1492
1.2940775815693465e-07,1493
1.2940775815693465e-07,1494
1.2940775815693465e-07,1495
1.2940775815693465e-07,1496
1.2940775815693465e-07,1497
1.2940775815693465e-07,1498
1.2940775815693465e-07,1499
1.2940775815693465e-07,1500
1.961218450175968e-07,1501
1.2940775815693465e-07,1502
1.2940775815693465e-07,1503
1.2940775815693465e-07,1504
1.2940775815693465e-07,1505
1.2940775815693465e-07,1506
1.2940775815693465e-07,1507
1.2940775815693465e-07,1508
1.2940775815693465e-07,1509
1.2940775815693465e-07,1510
1.2940775815693465e-07,1511
1.2940775815693465e-07,1512
1.2940775815693465e-07,1513
1.2940775815693465e-07,1514
1.2940775815693465e-07,1515
1.2940775815693465e-07,1516
1.2940775815693465e-07,1517
1.2940775815693465e-07,1518
1.2940775815693465e-07,1519
1.2940775815693465e-07,1520
1.2940775815693465e-07,1521
1.2940775815693465e-07,1522
1.2940775815693465e-07,1523
1.2940775815693465e-07,1524
1.2940775815693465e-07,1525
1.2940775815693465e-07,1526
1.2940775815693465e-07,1527
1.2940775815693465e-07,1528
7.09797131662403e-07,1529
1.2940775815693465e-07,1530
1.2940775815693465e-07,1531
1.2940775815693465e-07,1532
1.2940775815693465e-07,1533
1.2940775815693465e-07,1534
1.2940775815693465e-07,1535
1.2940775815693465e-07,1536
1.2940775815693465e-07,1537
1.2940775815693465e-07,1538
1.2940775815693465e-07,1539
1.2940775815693465e-07,1540
1.2940775815693465e-07,1541
1.2940775815693465e-07,1542
2.7353801111053625e-06,1543
1.2940775815693465e-07,1544
2.628359318782293e-07,1545
1.2940775815693465e-07,1546
1.2940775815693465e-07,1547
1.2940775815693465e-07,1548
1.2940775815693465e-07,1549
1.2940775815693465e-07,1550
1.2940775815693465e-07,1551
1.2940775815693465e-07,1552
1.2940775815693465e-07,1553
1.2940775815693465e-07,1554
6.29834703070313e-06,1555
5.103980479144548e-07,1556
1.2940775815693465e-07,1557
1.2940775815693465e-07,1558
1.2940775815693465e-07,1559
1.2940775815693465e-07,1560
1.2940775815693465e-07,1561
1.2940775815693465e-07,1562
1.2940775815693465e-07,1563
1.2940775815693465e-07,1564
1.2940775815693465e-07,1565
8.203943341253527e-06,1566
1.2940775815693465e-07,1567
1.2940775815693465e-07,1568
1.2940775815693465e-07,1569
1.2940775815693465e-07,1570
1.2940775815693465e-07,1571
1.2940775815693465e-07,1572
1.2940775815693465e-07,1573
1.2940775815693465e-07,1574
1.2940775815693465e-07,1575
1.2940775815693465e-07,1576
1.2940775815693465e-07,1577
1.2940775815693465e-07,1578
1.2940775815693465e-07,1579
1.2940775815693465e-07,1580
1.2940775815693465e-07,1581
1.2940775815693465e-07,1582
1.2940775815693465e-07,1583
1.2940775815693465e-07,1584
1.2940775815693465e-07,1585
1.2940775815693465e-07,1586
1.2940775815693465e-07,1587
1.2940775815693465e-07,1588
1.2940775815693465e-07,1589
1.2940775815693465e-07,1590
2.6283593187823457e-07,1591
1.2940775815693465e-07,1592
1.2940775815693465e-07,1593
1.2940775815693465e-07,1594
1.2940775815693465e-07,1595
1.2940775815693465e-07,1596
1.2940775815693465e-07,1597
1.2940775815693465e-07,1598
1.2940775815693465e-07,1599
2.6283593187823325e-07,1600
1.2940775815693465e-07,1601
1.2940775815693465e-07,1602
1.2940775815693465e-07,1603
1.2940775815693465e-07,1604
1.2940775815693465e-07,1605
1.2940775815693465e-07,1606
1.2940775815693465e-07,1607
1.2940775815693465e-07,1608
1.2940775815693465e-07,1609
1.2940775815693465e-07,1610
1.2940775815693465e-07,1611
1.2940775815693465e-07,1612
1.2940775815693465e-07,1613
1.2940775815693465e-07,1614
1.2826511681769848e-05,1615
1.2940775815693465e-07,1616
1.2940775815693465e-07,1617
1.2940775815693465e-07,1618
1.2940775815693465e-07,1619
4.2073349756198165e-07,1620
1.2940775815693465e-07,1621
1.2940775815693465e-07,1622
1.2940775815693465e-07,1623
2.6283593187823505e-07,1624
1.2940775815693465e-07,1625
1.2940775815693465e-07,1626
1.2940775815693465e-07,1627
1.2940775815693465e-07,1628
1.2940775815693465e-07,1629
1.2940775815693465e-07,1630
1.2940775815693465e-07,1631
1.2940775815693465e-07,1632
1.2940775815693465e-07,1633
1.2940775815693465e-07,1634
1.2940775815693465e-07,1635
1.2940775815693465e-07,1636
1.2940775815693465e-07,1637
1.2940775815693465e-07,1638
1.2940775815693465e-07,1639
1.2940775815693465e-07,1640
1.2940775815693465e-07,1641
1.2940775815693465e-07,1642
2.628359318782307e-07,1643
1.2940775815693465e-07,1644
1.2940775815693465e-07,1645
1.2940775815693465e-07,1646
1.2940775815693465e-07,1647
1.2940775815693465e-07,1648
1.2940775815693465e-07,1649
1.2940775815693465e-07,1650
1.2940775815693465e-07,1651
1.2940775815693465e-07,1652
1.2940775815693465e-07,1653
1.2940775815693465e-07,1654
1.2940775815693465e-07,1655
9.170581540605861e-06,1656
1.2940775815693465e-07,1657
1.2940775815693465e-07,1658
1.2940775815693465e-07,1659
1.2940775815693465e-07,1660
1.2940775815693465e-07,1661
1.2940775815693465e-07,1662
2.6283593187823325e-07,1663
1.2940775815693465e-07,1664
1.2940775815693465e-07,1665
1.2940775815693465e-07,1666
1.2940775815693465e-07,1667
1.2940775815693465e-07,1668
8.537675459360978e-06,1669
1.6171046829973813e-07,1670
1.2940775815693465e-07,1671
1.2940775815693465e-07,1672
1.2940775815693465e-07,1673
1.2940775815693465e-07,1674
1.9612184501759103e-07,1675
1.2940775815693465e-07,1676
1.2940775815693465e-07,1677
1.2940775815693465e-07,1678
1.2940775815693465e-07,1679
1.2940775815693465e-07,1680
1.2940775815693465e-07,1681
1.2940775815693465e-07,1682
1.2940775815693465e-07,1683
1.2940775815693465e-07,1684
1.2940775815693465e-07,1685
1.2940775815693465e-07,1686
1.2940775815693465e-07,1687
1.2940775815693465e-07,1688
1.516457871104914e-07,1689
6.679449021079878e-07,1690
1.2940775815693465e-07,1691
1.2940775815693465e-07,1692
1.2940775815693465e-07,1693
1.2940775815693465e-07,1694
1.2940775815693465e-07,1695
1.2940775815693465e-07,1696
1.2940775815693465e-07,1697
1.2940775815693465e-07,1698
1.2940775815693465e-07,1699
2.0382557831660776e-05,1700
1.7579040958083319e-06,1701
1.2940775815693465e-07,1702
1.2940775815693465e-07,1703
1.2940775815693465e-07,1704
1.2940775815693465e-07,1705
1.2940775815693465e-07,1706
1.2940775815693465e-07,1707
2.0382557831660776e-05,1708
1.2940775815693465e-07,1709
1.2940775815693465e-07,1710
1.2940775815693465e-07,1711
1.2940775815693465e-07,1712
1.2940775815693465e-07,1713
1.2940775815693465e-07,1714
1.2940775815693465e-07,1715
1.2940775815693465e-07,1716
1.2940775815693465e-07,1717
1.2940775815693465e-07,1718
1.2940775815693465e-07,1719
1.2940775815693465e-07,1720
1.2940775815693465e-07,1721
1.2940775815693465e-07,1722
1.2940775815693465e-07,1723
1.2940775815693465e-07,1724
1.2940775815693465e-07,1725
1.2940775815693465e-07,1726
1.2940775815693465e-07,1727
1.2940775815693465e-07,1728
1.2940775815693465e-07,1729
1.2940775815693465e-07,1730
1.9974748631483734e-06,1731
1.2940775815693465e-07,1732
1.2940775815693465e-07,1733
1.2940775815693465e-07,1734
1.2940775815693465e-07,1735
1.2940775815693465e-07,1736
1.2940775815693465e-07,1737
1.2940775815693465e-07,1738
1.2940775815693465e-07,1739
1.2940775815693465e-07,1740
1.2940775815693465e-07,1741
1.2940775815693465e-07,1742
8.275903481389418e-07,1743
2.6283593187823457e-07,1744
1.2940775815693465e-07,1745
1.2940775815693465e-07,1746
1.2940775815693465e-07,1747
1.2940775815693465e-07,1748
1.2940775815693465e-07,1749
1.2940775815693465e-07,1750
1.2940775815693465e-07,1751
2.8955014084433736e-06,1752
1.2940775815693465e-07,1753
1.2940775815693465e-07,1754
1.2940775815693465e-07,1755
1.2940775815693465e-07,1756
1.2940775815693465e-07,1757
1.2940775815693465e-07,1758
1.2940775815693465e-07,1759
1.2940775815693465e-07,1760
1.2940775815693465e-07,1761
1.2940775815693465e-07,1762
1.2940775815693465e-07,1763
3.962641055995891e-07,1764
8.797081449831811e-07,1765
1.2940775815693465e-07,1766
1.2940775815693465e-07,1767
1.2940775815693465e-07,1768
2.3742476321273815e-06,1769
1.2940775815693465e-07,1770
1.3761976629299882e-06,1771
1.2940775815693465e-07,1772
1.2940775815693465e-07,1773
1.2940775815693465e-07,1774
1.2940775815693465e-07,1775
1.2940775815693465e-07,1776
1.2940775815693465e-07,1777
1.2940775815693465e-07,1778
2.0382557831660867e-05,1779
1.2940775815693465e-07,1780
1.2940775815693465e-07,1781
1.2940775815693465e-07,1782
1.2940775815693465e-07,1783
1.2940775815693465e-07,1784
1.2940775815693465e-07,1785
1.2940775815693465e-07,1786
2.0382557831660857e-05,1787
1.2940775815693465e-07,1788
1.2940775815693465e-07,1789
1.2940775815693465e-07,1790
1.2940775815693465e-07,1791
1.2940775815693465e-07,1792
1.2940775815693465e-07,1793
1.2940775815693465e-07,1794
1.2940775815693465e-07,1795
1.2940775815693465e-07,1796
1.2940775815693465e-07,1797
1.2940775815693465e-07,1798
1.2940775815693465e-07,1799
1.2940775815693465e-07,1800
1.2940775815693465e-07,1801
1.961218450175861e-07,1802
1.2940775815693465e-07,1803
1.2940775815693465e-07,1804
1.2940775815693465e-07,1805
1.2940775815693465e-07,1806
1.2940775815693465e-07,1807
1.2940775815693465e-07,1808
1.2940775815693465e-07,1809
2.1180245065431476e-06,1810
1.2940775815693465e-07,1811
1.2940775815693465e-07,1812
1.2940775815693465e-07,1813
1.2940775815693465e-07,1814
1.2940775815693465e-07,1815
1.2940775815693465e-07,1816
1.2940775815693465e-07,1817
1.2940775815693465e-07,1818
1.2940775815693465e-07,1819
1.2940775815693465e-07,1820
1.2940775815693465e-07,1821
1.2940775815693465e-07,1822
1.2940775815693465e-07,1823
1.2940775815693465e-07,1824
1.2940775815693465e-07,1825
1.2940775815693465e-07,1826
1.2940775815693465e-07,1827
1.2940775815693465e-07,1828
1.2940775815693465e-07,1829
1.2940775815693465e-07,1830
1.2940775815693465e-07,1831
1.1126378745197465e-06,1832
1.2940775815693465e-07,1833
1.2940775815693465e-07,1834
1.2940775815693465e-07,1835
1.2940775815693465e-07,1836
1.2940775815693465e-07,1837
1.2940775815693465e-07,1838
2.6283593187823425e-07,1839
5.345167283866828e-07,1840
1.2940775815693465e-07,1841
1.2940775815693465e-07,1842
1.2940775815693465e-07,1843
1.2940775815693465e-07,1844
1.2940775815693465e-07,1845
1.6652785771836472e-06,1846
1.2940775815693465e-07,1847
1.2940775815693465e-07,1848
1.2940775815693465e-07,1849
1.2940775815693465e-07,1850
1.2940775815693465e-07,1851
1.2940775815693465e-07,1852
1.2940775815693465e-07,1853
1.2940775815693465e-07,1854
2.6283593187823473e-07,1855
1.2940775815693465e-07,1856
1.2940775815693465e-07,1857
1.2940775815693465e-07,1858
1.2940775815693465e-07,1859
2.796454739208476e-06,1860
1.2940775815693465e-07,1861
1.2940775815693465e-07,1862
1.2940775815693465e-07,1863
1.2940775815693465e-07,1864
1.2940775815693465e-07,1865
1.2940775815693465e-07,1866
1.2940775815693465e-07,1867
1.2940775815693465e-07,1868
1.2940775815693465e-07,1869
1.2940775815693465e-07,1870
1.2940775815693465e-07,1871
1.2940775815693465e-07,1872
1.2940775815693465e-07,1873
1.2940775815693465e-07,1874
1.2940775815693465e-07,1875
1.2940775815693465e-07,1876
2.567308435910372e-07,1877
1.2940775815693465e-07,1878
1.2940775815693465e-07,1879
1.2940775815693465e-07,1880
1.2940775815693465e-07,1881
1.2940775815693465e-07,1882
1.2940775815693465e-07,1883
1.2940775815693465e-07,1884
1.2940775815693465e-07,1885
1.2940775815693465e-07,1886
1.2940775815693465e-07,1887
1.2940775815693465e-07,1888
1.2940775815693465e-07,1889
1.2940775815693465e-07,1890
1.2940775815693465e-07,1891
1.2940775815693465e-07,1892
1.2940775815693465e-07,1893
1.2940775815693465e-07,1894
1.2940775815693465e-07,1895
2.4495376360032485e-06,1896
1.2940775815693465e-07,1897
1.2940775815693465e-07,1898
2.5024295096246315e-06,1899
1.2940775815693465e-07,1900
1.2940775815693465e-07,1901
1.2940775815693465e-07,1902
1.2940775815693465e-07,1903
1.2940775815693465e-07,1904
1.2940775815693465e-07,1905
1.2940775815693465e-07,1906
1.2940775815693465e-07,1907
1.2940775815693465e-07,1908
1.2940775815693465e-07,1909
1.2940775815693465e-07,1910
1.2940775815693465e-07,1911
1.2940775815693465e-07,1912
1.2940775815693465e-07,1913
1.2940775815693465e-07,1914
1.2940775815693465e-07,1915
1.2940775815693465e-07,1916
1.2940775815693465e-07,1917
1.2940775815693465e-07,1918
1.2940775815693465e-07,1919
1.2940775815693465e-07,1920
1.2940775815693465e-07,1921
1.2940775815693465e-07,1922
1.2940775815693465e-07,1923
1.2940775815693465e-07,1924
1.2940775815693465e-07,1925
1.2940775815693465e-07,1926
1.2940775815693465e-07,1927
1.2940775815693465e-07,1928
1.2940775815693465e-07,1929
1.2940775815693465e-07,1930
1.2940775815693465e-07,1931
1.2940775815693465e-07,1932
2.038255783166985e-05,1933
1.2940775815693465e-07,1934
1.2940775815693465e-07,1935
1.2940775815693465e-07,1936
1.2940775815693465e-07,1937
1.2940775815693465e-07,1938
1.2940775815693465e-07,1939
